title,url,content,categories,date_scraped
Music of Jamaica,https://en.wikipedia.org/wiki/Music_of_Jamaica,"The  music of Jamaica includes Jamaican folk music and many popular genres, such as mento, ska, rocksteady, reggae, dub music, dancehall, reggae fusion and related styles. Reggae is especially popular through the fame of Bob Marley. Jamaican music's influence on music styles in other countries includes the practice of toasting, which was brought to New York City and evolved into rapping. British genres such as Lovers rock, jungle music and grime are also influenced by Jamaican music. Mento is a style of Jamaican music that predates and has greatly influenced ska and reggae music.   Lord Flea and Count Lasher are two of the more successful mento artists. Well-known mento songs include Day-O, Jamaica Farewell and Linstead Market. Mento is often confused with Calypso music, a musical form from Trinidad and Tobago. As in many Anglo-Caribbean islands, the calypso music of Trinidad and Tobago has become part of the culture of Jamaica. Jamaica's own local music mento is often confused with calypso music. Although the two share many similarities, they are separate and distinct musical forms. During the mid-th century, mento was conflated with calypso, and mento was frequently referred to as calypso, kalypso and mento calypso; mento singers frequently used calypso songs and techniques. As in calypso, mento uses topical lyrics with a humorous slant, commenting on poverty and other social issues. Sexual innuendos are also common. The Trinidadian calypso and soca music are popular in Jamaica. Popular calypso/soca artists from Jamaica include Byron Lee, Fab , and Lovindeer. Harry Belafonte (born in the U.S., raised in Jamaica from age  to ) introduced American audiences to calypso music (which had originated in Trinidad and Tobago in the early th century), and Belafonte was dubbed the ""King of Calypso"".",Music of Jamaica,2025-06-22 19:38:27
Nigeria,https://en.wikipedia.org/wiki/Nigeria,"Nigeria,a officially the Federal Republic of Nigeria, is a country in West Africa. It is situated between the Sahel to the north and the Gulf of Guinea in the Atlantic Ocean to the south. It covers an area of , square kilometres (, sq mi). With a population of more than  million, it is the most populous country in Africa, and the world's sixth-most populous country. Nigeria borders Niger in the north, Chad in the northeast, Cameroon in the east, and Benin in the west. Nigeria is a federal republic comprising  states and the Federal Capital Territory, where its capital, Abuja, is located. The largest city in Nigeria by population is Lagos, one of the largest metropolitan areas in the world and the largest in Africa. Nigeria has been home to several indigenous material cultures, pre-colonial states and kingdoms since the second millennium BC. The Nok culture, c.  BC, marks one of the earliest known civilizations in the region. The Hausa Kingdoms inhabited the north, with the Edo Kingdom of Benin in the south and Igbo Kingdom of Nri in the southeast. In the southwest, the Yoruba Ife Empire was succeeded by the Oyo Empire. The present day territory of Nigeria was home to a vast array of city-states.:   In the early th century the Fula jihads culminated in the Sokoto Caliphate. The modern state originated with British colonialization in the th century, taking its present territorial shape with the merging of the Southern Nigeria Protectorate and the Northern Nigeria Protectorate in . The British set up administrative and legal structures and incorporated traditional monarchs as a form of indirect rule. Nigeria became a formally independent federation on  October . It experienced a civil war from  to , followed by a succession of military dictatorships and democratically elected civilian governments until achieving a stable government in the  Nigerian presidential election. Nigeria is a multinational state inhabited by more than  ethnic groups speaking  distinct languages",Nigeria | Republics in the Commonwealth of Nations | Developing 8 Countries member states | Economic Community of West African States | Countries and territories where English is an official language,2025-06-22 19:38:29
History of Nigeria,https://en.wikipedia.org/wiki/History_of_Nigeria,"The history of Nigeria can be traced to the earliest inhabitants whose date remains at least , BC through the early civilizations such as the Nok culture which began around  BC. Numerous ancient African civilizations settled in the region that is known today as Nigeria, such as the Kingdom of Nri, the Benin Kingdom, and the Oyo Empire. Islam reached Nigeria through the Bornu Empire between ( AD) and Hausa Kingdom during the th century, while Christianity came to Nigeria in the th century through Augustinian and Capuchin monks from Portugal to the Kingdom of Warri. The Songhai Empire also occupied part of the region. Through contact with Europeans, early harbour towns such as Calabar, Badagry and Bonny emerged along the coast after , which did business in the transatlantic slave trade, among other things. Conflicts in the hinterland, such as the civil war in the Oyo Empire, meant that new enslaved people were constantly being ""supplied"". After , Usman dan Fodio unified an immense territory in his jihad against the superior but quarrelling Hausa states of the north, which was stabilised by his successors as the ""Caliphate of Sokoto"". In its initial endeavour to stop the slave trade in West Africa, the United Kingdom gradually expanded its sphere of influence after , starting from the tiny island of Lagos ( km) and the port city of Calabar. The British followed expansive trading companies such as the RNC and missionaries such as Mary Slessor, who advanced into the hinterland, preached and founded missionary schools, but also took action against local customs such as the religiously induced killing of twins or servants of deceased village elders and against the Trial by ordeal as a means of establishing the legal truth. At the Berlin Congo Conference in , the European powers demarcated their spheres of interest in Africa without regard to ethnic or linguistic boundaries and without giving those affected a say. Thereafter, the British made increasing advances in the Nige",History of Nigeria,2025-06-22 19:38:30
Yoruba people,https://en.wikipedia.org/wiki/Yoruba_people,"The Yoruba people (/ˈjɒrʊbə/ YORR-ub-ə; Yoruba: Ìran Yorùbá, Ọmọ Odùduwà, Ọmọ Káàárọ̀-oòjíire) are a West African ethnic group who inhabit parts of Nigeria, Benin, and Togo, which are collectively referred to as Yorubaland. The Yoruba constitute more than  million people in Africa, are over a million outside the continent, and bear further representation among the African diaspora. The vast majority of Yoruba are within Nigeria, where they make up .% of the country's population according to Ethnologue estimations, making them one of the largest ethnic groups in Africa. Most Yoruba people speak the Yoruba language, which is the Niger-Congo language with the largest number of native or L speakers. In Africa, the Yoruba are contiguous with the Yoruboid Itsekiri to the south-east in the northwest Niger Delta, Bariba to the northwest in Benin and Nigeria, the Nupe to the north, and the Ebira to the northeast in Central Nigeria. To the east are the Edo, Ẹsan, and Afemai groups in Mid-Western Nigeria. To the northeast and adjacent to the Ebira and Northern Edo, groups are the related Igala people on the left bank of the Niger River. To the south are the Gbe-speaking Mahi, Gun, Fon, and Ewe who border Yoruba communities in Benin and Togo, to the west they are bordered by the Kwa-speaking Akebu, Kposo of Togo, and to the northwest, by the Kwa-speaking Anii, and the Gur speaking Kabiye, Yom-Lokpa and Tem people of Togo. Significantly Yoruba populations in other West African countries can also be found in Ghana, Benin, Ivory Coast, and Sierra Leone. Outside Africa, the Yoruba diaspora consists of two main groupings; the first being that of the Yorubas taken as slaves to the New World between the th and th centuries, notably to the Caribbean (especially in Cuba) and Brazil, and the second consisting of a wave of relatively recent migrants, the majority of whom began to migrate to the United Kingdom and the United States following some of the major economic and political changes",Yoruba people | West African people | Indigenous peoples of West Africa | Ethnic groups in Africa | Ethnic groups in Nigeria,2025-06-22 19:38:32
Igbo people,https://en.wikipedia.org/wiki/Igbo_people,"The Igbo people (English: /ˈiːboʊ/ EE-boh, US also /ˈɪɡboʊ/ IG-boh; also spelled Ibo and historically also Iboe, Ebo, Eboe, Eboans, Heebo;
natively Ńdị́ Ìgbò) are  an ethnic group found in Nigeria, Cameroon, Gabon, and Equatorial Guinea. Their  primary origin is found in modern-day Abia, Anambra, Ebonyi, Enugu, and Imo States, while others can be found in the Niger Delta and along the Cross River. The Igbo people are one of the largest ethnic groups in Africa. The Igbo language is part of the Niger-Congo language family. Its regional dialects are  mutually intelligible amidst the larger ""Igboid"" cluster.
The Igbo homeland straddles the lower Niger River, east and south of the Edoid and Idomoid groups, and west of the Ibibioid (Cross River) cluster. Before the period of British colonial rule in the th century, the Igbo people were largely governed by the centralized chiefdoms of Nri, Aro Confederacy, Agbor, Kingdom of Aboh and Onitsha. The Igbo people became overwhelmingly Christian during the evangelism of the missionaries in the colonial era in the twentieth century. In the wake of decolonisation, the Igbo developed a strong sense of ethnic identity. Christianity and Omenala/Odinala are the major religions, with Islamic minorities. After ethnic tensions following the independence of Nigeria in , the Igbos seceded from Nigeria and attempted to establish a new independent country called Biafra, triggering the Nigerian Civil War (–). Millions of Biafran civilians died from starvation after the Nigerian military formed a blockade around Biafra, an event that led to international media promoting humanitarian aid for Biafra. Biafra was eventually defeated by Nigeria and reintegrated into the country. The Movement for the Actualization of the Sovereign State of Biafra and the Indigenous People of Biafra (IPOB), two organizations formed after , continue to struggle for an independent Igbo state.",Igbo people | Ethnic groups in Nigeria | Indigenous peoples of the Niger Delta | West African people | Biafra,2025-06-22 19:38:33
Lagos,https://en.wikipedia.org/wiki/Lagos,"Lagos (/ˈleɪɡɒs/ LAY-goss; Yoruba: Èkó), or Lagos City, is a large metropolitan city in southwestern Nigeria. With an upper population estimated above  million dwellers, it is the largest city in Nigeria, the most populous urban area on the African continent, and one of the fastest-growing megacities in the world. Lagos was the national capital of Nigeria until the government's December  decision to move their capital to Abuja, in the centre of the country. Lagos is a major African financial centre and is the economic hub of Lagos State and Nigeria at large. The city has a significant influence on commerce, entertainment, technology, education, politics, tourism, art, and fashion in Africa.  Lagos is also among the top ten of the world's fastest-growing cities and urban areas. In , Time Out magazine ranked Lagos as the th best city to visit in the world. A megacity, it has the second-highest GDP in Africa, and houses one of the largest and busiest seaports on the continent. Due to the large urban population and port traffic volumes, Lagos is classified as a Medium-Port Megacity. Lagos emerged as a home to the Awori subgroup of the Yoruba of West Africa in the th century, which are contained in the present-day Local Government Areas (LGAs) of Lagos Island, Eti-Osa, Amuwo-Odofin and Apapa. Before the th century, the Awori settled on a Farmstead along the coastal line in and around which they worked and lived. The Farmstead translates to Ereko in Yoruba, from which comes the Lagos indigenous name ""Eko"". The lands are separated by creeks, fringing the southwest mouth of Lagos Lagoon, while being protected from the Atlantic Ocean by barrier islands and long sand spits such as Bar Beach, which stretch up to  km ( mi) east and west of the mouth. Due to rapid urbanisation, the city expanded to the west of the lagoon to include areas in the present day Lagos Mainland, Ajeromi-Ifelodun, and Surulere. This led to the classification of Lagos into two main areas: the Island, whi",Lagos | 15th-century establishments in Africa | Cities in Nigeria | Cities in Yorubaland | Former British colonies and protectorates in Africa,2025-06-22 19:38:34
Nigerian Civil War,https://en.wikipedia.org/wiki/Nigerian_Civil_War,"The Nigerian Civil War ( July  –  January ), also known as the Biafran War, Nigeria-Biafra War, or Biafra War, was fought between Nigeria and the Republic of Biafra, a secessionist state which had declared its independence from Nigeria in . Nigeria was led by General Yakubu Gowon, and Biafra by Lieutenant Colonel Chukwuemeka ""Emeka"" Odumegwu Ojukwu. The conflict resulted from political, ethnic, cultural and religious tensions which preceded the United Kingdom's formal decolonisation of Nigeria from  to . Immediate causes of the war in  included a military coup, a counter-coup, and anti-Igbo pogroms in the Northern Region. The pogroms and the exodus of surviving Igbos from the Northern Region to the Igbo homelands in the Eastern Region led the leadership of the Eastern Region (whose population was two-thirds Igbo) to conclude that the Nigerian federal government would not protect them and that they must protect themselves in an independent Biafra. Within a year, Nigerian government troops surrounded Biafra, and captured coastal oil facilities and the city of Port Harcourt. A blockade was imposed as a deliberate policy during the ensuing stalemate which led to the mass starvation of Biafran civilians. During the +⁄ years of the war, there were about , overall military casualties, while between , and  million Biafran civilians died of starvation.",Nigerian Civil War | Biafra | Civil wars in Nigeria | Civil wars of the 20th century | Coup-based civil wars,2025-06-22 19:38:35
Hip hop music,https://en.wikipedia.org/wiki/Hip_hop_music,"Hip-hop or hip hop (originally disco rap) is a popular music genre that emerged in the early s from the African-American community of New York City. The style is characterized by its synthesis of a wide range of musical techniques. Hip-hop includes rapping often enough that the terms can be used synonymously. However, ""hip-hop"" more properly denotes an entire subculture. Other key markers of the genre are the disc jockey, turntablism, scratching, beatboxing, and instrumental tracks. Cultural interchange has always been central to the hip-hop genre. It simultaneously borrows from its social environment while commenting on it. The hip-hop genre and culture emerged from block parties in ethnic minority neighborhoods of New York City, particularly Bronx. DJs began expanding the instrumental breaks of popular records when they noticed how excited it would make the crowds. The extended instrumental breaks provided a platform for break dancers and rappers. These breakbeats enabled the subsequent evolution of the hip-hop style. Many of the records used were disco due to its popularity at the time. This disco-inflected music is known as old-school hip-hop. The genre became more stylistically diverse in the s as electro music started to inform new-school hip-hop. The transition between the mid-s and s became known as hip-hop's Golden age as the genre started to earn wide critical acclaim and generate massive sales. The popularity of hip-hop music expanded throughout the late s and into the st century, where it became a worldwide phenomenon. Most countries have local variations on the style. By , hip-hop had become the bestselling genre of popular music.",Hip-hop | African-American cultural history | Musical improvisation | Radio formats | American styles of music,2025-06-22 19:38:36
Rapping,https://en.wikipedia.org/wiki/Rapping,"Rapping (also rhyming, flowing, spitting, emceeing, or MCing) is an artistic form of vocal delivery and emotive expression that incorporates ""rhyme, rhythmic speech, and commonly street vernacular"". It is usually performed over a backing beat or musical accompaniment. The components of rap include ""content"" (what is being said, e.g., lyrics), ""flow"" (rhythm, rhyme), and ""delivery"" (cadence, tone). Rap differs from spoken-word poetry in that it is usually performed off-time to musical accompaniment. It also differs from singing, which varies in pitch and does not always include words. Because they do not rely on pitch inflection, some rap artists may play with timbre or other vocal qualities. Rap is a primary ingredient of hip-hop music, and so commonly associated with the genre that it is sometimes called ""rap music"". Precursors to modern rap music include the West African griot tradition, certain vocal styles of blues and jazz, an African-American insult game called playing the dozens (see Battle rap and Diss), and s African-American poetry. Stemming from the hip-hop cultural movement, rap music originated in the Bronx, New York City, in the early s and became part of popular music later that decade. Rapping developed from the announcements made over the microphone at parties by DJs and MCs, evolving into more complex lyrical performances. Rap is usually delivered over a beat, typically provided by a DJ, turntablist, or beatboxer when performing live. Much less commonly a rapper can decide to perform a cappella, meaning without accompaniment of any sort. When a rap or hip-hop artist is creating a song, ""track"", or record, done primarily in a production studio, most frequently a producer provides the beat(s) for the MC to flow over. Stylistically, rap occupies a gray area between speech, prose, poetry, and singing. The word, which predates the musical form, originally meant ""to lightly strike"", and is now used to describe quick speech or repartee. The word has been ",Rapping | Vocal skills | African-American culture,2025-06-22 19:38:37
History of hip hop music,https://en.wikipedia.org/wiki/History_of_hip_hop_music,"Hip-hop or hip hop (originally disco rap) is a popular music genre that emerged in the early s from the African-American community of New York City. The style is characterized by its synthesis of a wide range of musical techniques. Hip-hop includes rapping often enough that the terms can be used synonymously. However, ""hip-hop"" more properly denotes an entire subculture. Other key markers of the genre are the disc jockey, turntablism, scratching, beatboxing, and instrumental tracks. Cultural interchange has always been central to the hip-hop genre. It simultaneously borrows from its social environment while commenting on it. The hip-hop genre and culture emerged from block parties in ethnic minority neighborhoods of New York City, particularly Bronx. DJs began expanding the instrumental breaks of popular records when they noticed how excited it would make the crowds. The extended instrumental breaks provided a platform for break dancers and rappers. These breakbeats enabled the subsequent evolution of the hip-hop style. Many of the records used were disco due to its popularity at the time. This disco-inflected music is known as old-school hip-hop. The genre became more stylistically diverse in the s as electro music started to inform new-school hip-hop. The transition between the mid-s and s became known as hip-hop's Golden age as the genre started to earn wide critical acclaim and generate massive sales. The popularity of hip-hop music expanded throughout the late s and into the st century, where it became a worldwide phenomenon. Most countries have local variations on the style. By , hip-hop had become the bestselling genre of popular music.",Hip-hop | African-American cultural history | Musical improvisation | Radio formats | American styles of music,2025-06-22 19:38:39
Tupac Shakur,https://en.wikipedia.org/wiki/Tupac_Shakur,"Tupac Amaru Shakur (/ˈtuːpɑːk ʃəˈkʊər/ ⓘ; born Lesane Parish Crooks; June ,  – September , ), also known by his stage names Pac and Makaveli, was an American rapper and actor, regarded as one of the greatest and most influential rappers of all time. Academics regard him as one of the most influential music artists of the th century and a prominent political activist for Black America. In addition to his music career, Shakur also wrote poetry and starred in films. He is among the best-selling music artists, having sold more than  million records worldwide. His lyrical content has been noted for addressing social injustice, political issues, and the marginalization of other African-Americans,  but he was also synonymous with gangsta rap and violent lyrics. Shakur was born in New York City to parents who were both political activists and Black Panther Party members. Raised by his mother, Afeni Shakur, he relocated to Baltimore in  and to the San Francisco Bay Area in . With the release of his debut album Pacalypse Now in , he became a central figure in West Coast hip-hop for his conscious rap and political rap lyrics. Shakur achieved further critical and commercial multi-platinum success with his follow-up albums Strictly  My N.I.G.G.A.Z... () and Me Against the World (). His Diamond certified album All Eyez on Me (), the first double-length album in hip-hop history, abandoned his introspective lyrics for volatile gangsta rap. In addition to his music career, Shakur starred roles in Juice (), Poetic Justice (), Above the Rim (), Bullet (), Gridlock'd (), and Gang Related (). Shakur's most notable songs include ""California Love"", ""Changes"", ""Dear Mama"", ""Hail Mary"", ""Keep Ya Head Up"", ""Hit 'Em Up"", ""Ambitionz az a Ridah"", ""All Eyez on Me"", ""Ghetto Gospel"", ""Do for Love"", ""So Many Tears"", ""To Live & Die in L.A."", ""How Do U Want It"", "" of Amerikaz Most Wanted"", ""Brenda's Got a Baby"" and ""I Get Around"". Alongside his solo career, Shakur was part of the group Thug Life and ",Tupac Shakur | 1971 births | 1996 deaths | 1996 murders in the United States | 20th-century African-American musicians,2025-06-22 19:38:40
The Notorious B.I.G.,https://en.wikipedia.org/wiki/The_Notorious_B.I.G.,"Christopher George Latore Wallace (May ,  – March , ), better known by his stage names the Notorious B.I.G., Biggie Smalls, or simply Biggie, was an American rapper. Rooted in the New York rap scene and gangsta rap traditions, he is widely considered one of the greatest rappers of all time. Wallace became known for his distinctive, laidback lyrical delivery, offsetting his lyrics' often grim content. His music was usually semi-autobiographical, telling of hardship and criminality but also of debauchery and celebration. Born and raised in Brooklyn, New York City, Wallace was the first artist to sign with Sean ""Puffy"" Combs's Bad Boy Records in . That same year, he gained recognition for his guest appearances on other artists' singles. His debut studio album, Ready to Die (), received widespread critical acclaim and included signature tracks ""Juicy"" and ""Big Poppa"". This album made him the central figure in East Coast hip hop, helping to restore New York's prominence at a time when the West Coast was dominating the genre. In , Wallace was named Rapper of the Year at the Billboard Music Awards. That same year, Wallace and his protégé group, Junior M.A.F.I.A.—which included longtime friends like Lil' Kim—released their debut album, Conspiracy (). While working on his second album in , he became embroiled in the growing East Coast–West Coast hip hop feud. After Tupac Shakur was murdered in a drive-by shooting in Las Vegas in September , rumors circulated suggesting that criminal elements connected to the Bad Boy camp might have been involved, given Wallace's public feud with Shakur. In March , six months after Shakur's death, Wallace was also killed in a drive-by shooting in Los Angeles by an unknown assailant. Two weeks later, his second album, Life After Death (), was issued as a posthumous double album; it debuted atop the Billboard , yielded two Billboard Hot -number one singles: ""Hypnotize"" and ""Mo Money Mo Problems"" (featuring Puff Daddy and Mase), and received dia",The Notorious B.I.G. | 1972 births | 1997 deaths | 1997 murders in the United States | 20th-century American male musicians,2025-06-22 19:38:41
Jay-Z,https://en.wikipedia.org/wiki/Jay-Z,"Shawn Corey Carter (born December , ), known professionally as Jay-Z,a is an American rapper, businessman, and record executive. Rooted in East Coast hip-hop, he was named the greatest rapper of all time by Billboard and Vibe in . Known for his complex lyrical ability—which often uses double entendres and word play—and braggadocio, his music is built upon a rags to riches narrative. He served as president and chief executive officer of Def Jam Recordings from  to , and founded the entertainment company Roc Nation the following year. A protégé of fellow New York City-based rapper Jaz-O, Jay-Z began his musical career in the late s; he co-founded the record label Roc-A-Fella Records in  to release his first two studio albums Reasonable Doubt () and In My Lifetime, Vol.  (), both of which were met with critical acclaim. Each of his eleven subsequent albums, including The Blueprint (), The Black Album (), American Gangster (), and : (), debuted atop the Billboard ; Jay-Z holds the joint-record for the most number-one albums () of any solo artist on the chart (tied with Drake and Taylor Swift). He has also released the collaborative albums The Best of Both Worlds () and Unfinished Business () with singer R. Kelly, Collision Course () with Linkin Park, Watch the Throne () with Kanye West, and Everything Is Love () with his wife Beyoncé. He peaked the Billboard Hot  on four occasions: once as a lead artist with his  single ""Empire State of Mind"" (featuring Alicia Keys), and thrice with his guest performances on the singles ""Heartbreaker"" by Mariah Carey, ""Crazy in Love"" by Beyoncé, and ""Umbrella"" by Rihanna. Through his business ventures, Jay-Z became the first hip-hop billionaire in . In , he co-founded the clothing retailer Rocawear and later founded the / Club, a luxury bar chain, in . As both grew into multi-million-dollar businesses, he launched Roc Nation, a multi-disciplinary entertainment agency in . In , he acquired the technology company Aspiro and led the expans",Jay-Z | 1969 births | 20th-century American businesspeople | 20th-century American male musicians | 20th-century American musicians,2025-06-22 19:38:43
Eminem,https://en.wikipedia.org/wiki/Eminem,"Marshall Bruce Mathers III (born October , ), known professionally as Eminem,a is an American rapper, songwriter, and record producer. Regarded as one of the greatest and most influential rappers of all time, he is credited with popularizing hip-hop in Middle America and breaking down racial barriers for the acceptance of white rappers in popular music. While much of his transgressive work during the late s and early s made him a controversial figure, he came to be a representation of popular angst of the American underclass. After the release of his debut album Infinite () and the extended play Slim Shady EP (), Eminem signed with Dr. Dre's Aftermath Entertainment and subsequently achieved mainstream popularity in  with The Slim Shady LP. His next two releases, The Marshall Mathers LP () and The Eminem Show (), became worldwide successes. The latter was the best-selling album worldwide of that year, and the best selling hip-hop album of all time. Following the release of Encore (), Eminem took a hiatus due in part to struggles with prescription drug addiction. He returned to the music industry with the releases of Relapse () and Recovery (), the latter becoming the best-selling album worldwide of . Each of his subsequent releases—The Marshall Mathers LP  (), Revival (), Kamikaze (), Music to Be Murdered By (), and The Death of Slim Shady (Coup de Grâce) ()—have debuted atop the US Billboard . Eminem was also a member of the hip-hop groups New Jacks, Soul Intent, Outsidaz, and D, and has collaborated with fellow Detroit-based rapper Royce da '"" to form the duo Bad Meets Evil. He starred in the  musical drama film  Mile, in which he played a dramatized version of himself. ""Lose Yourself"", a song from its soundtrack, topped the Billboard Hot  for  weeks—the most for a solo rap song—and won an Academy Award for Best Original Song, making him the first hip-hop artist ever to win the award. Eminem also co-founded Shady Records, which helped launch the careers of artists ",Eminem | 1972 births | Living people | 20th-century American rappers | 21st-century American rappers,2025-06-22 19:38:45
Kendrick Lamar,https://en.wikipedia.org/wiki/Kendrick_Lamar,"Kendrick Lamar Duckworth (born June , ) is an American rapper, singer, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the  Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award. Born in Compton, California, Lamar began releasing music under the stage name K.Dot while attending high school. He signed with Top Dawg Entertainment (TDE) in  and co-founded the hip hop supergroup Black Hippy there. Following the  release of his alternative rap debut album Section., Lamar secured a joint contract with Dr. Dre's Aftermath Entertainment and Interscope Records. He rose to prominence with his gangsta rap-influenced second album Good Kid, M.A.A.D City (), which became the longest-charting hip hop studio album in Billboard  history; Rolling Stone named it the greatest concept album of all time. In , Lamar scored his first Billboard Hot  number-one single, after featuring on the remix of Taylor Swift's ""Bad Blood"", and released his third album, To Pimp a Butterfly (), which infused hip-hop with historical African-American music genres such as jazz, funk, and soul, and became his first of six consecutive number-one albums on the Billboard . Lamar's critical and commercial success continued with his R&B and pop-leaning fourth album Damn (), yielding his second US number one single, ""Humble"". He curated original songs for the soundtrack of the  film Black Panther, earning a nomination for the Academy Award for Best Original Song for the US top ten single ""All the Stars"". His fifth album Mr. Morale & the Big Steppers (), delved into introspection and concluded his tenure with TDE and Aftermath. His  feud with Drake and sixth album GNX () spawned the US number-ones ""Like That"", ""Not Like Us"", ""Squabble Up"" and ""Luther"" with the second winning a joint-record five Grammy Awards, including Song of the Year and Record of the Year, and the lattermost becoming Lamar's longest-c",Kendrick Lamar | 1987 births | Living people | 21st-century African-American male singers | 21st-century American male singers,2025-06-22 19:38:47
Drake (musician),https://en.wikipedia.org/wiki/Drake_(musician),"Aubrey Drake Graham (born October , ) is a Canadian rapper, singer, and actor.  Regarded as one of the greatest rappers of all time, he is credited with popularizing R&B sensibilities in hip-hop music. Drake first gained recognition by starring as Jimmy Brooks in the CTV Television Network teen drama series Degrassi: The Next Generation (–) and began his music career by releasing the mixtapes Room for Improvement (), Comeback Season (), and So Far Gone (). After signing with Young Money Entertainment, Drake released his debut album Thank Me Later (), which debuted atop the Billboard  chart. All of his subsequent albums—including Take Care (), Nothing Was the Same (), Scorpion (), Honestly, Nevermind () and For All the Dogs ()—reached number-one in the US. Views () led the Billboard  for  weeks and Certified Lover Boy () set the then-record for most US top-ten songs from one album (). Drake's collaborative albums include Her Loss (), with  Savage, and Some Sexy Songs  U (), with PartyNextDoor. His catalogue of high-charting singles include ""Best I Ever Had"", ""Find Your Love"", ""Take Care"", ""Started from the Bottom"", ""Hold On, We're Going Home"", ""Hotline Bling"", ""One Dance"", ""Passionfruit"", ""God's Plan"", ""Nice for What"", ""In My Feelings"", ""Toosie Slide"", ""Way  Sexy"", ""Fair Trade"", ""Jimmy Cooks"", ""Rich Flex"", ""Slime You Out"", ""First Person Shooter"", and ""Nokia"". As an entrepreneur, Drake founded the OVO Sound record label with longtime collaborator  in . In , he became the ""global ambassador"" of the Toronto Raptors, joining their executive committee and later obtaining naming rights to their practice facility OVO Athletic Centre. In , he began collaborating with Brent Hocking on the bourbon whiskey Virginia Black. Drake heads the OVO fashion label and the Nocta collaboration with Nike, Inc., and founded the production company DreamCrew and the fragrance house Better World. In , he was reportedly responsible for % (CAD$ million) of Toronto's CAD$. billion annual tourism ",Drake (musician) | 1986 births | 20th-century American Jews | 20th-century Canadian Jews | 21st-century African-American businesspeople,2025-06-22 19:38:49
Jazz,https://en.wikipedia.org/wiki/Jazz,"Jazz is a music genre that originated in the African-American communities of New Orleans, Louisiana, in the late th and early th centuries. Its roots are in blues, ragtime, European harmony, African rhythmic rituals, spirituals, hymns, marches, vaudeville song, and dance music. Since the s Jazz Age, it has been recognized as a major form of musical expression in traditional and popular music. Jazz is characterized by swing and blue notes, complex chords, call and response vocals, polyrhythms and improvisation. As jazz spread around the world, it drew on national, regional, and local musical cultures, which gave rise to different styles. New Orleans jazz began in the early s, combining earlier brass band marches, French quadrilles, biguine, ragtime and blues with collective polyphonic improvisation. However, jazz did not begin as a single musical tradition in New Orleans or elsewhere. In the s, arranged dance-oriented swing big bands, Kansas City jazz (a hard-swinging, bluesy, improvisational style), and gypsy jazz (a style that emphasized musette waltzes) were the prominent styles. Bebop emerged in the s, shifting jazz from danceable popular music toward a more challenging ""musician's music"" which was played at faster tempos and used more chord-based improvisation. Cool jazz developed near the end of the s, introducing calmer, smoother sounds and long, linear melodic lines. The mid-s saw the emergence of hard bop, which introduced influences from rhythm and blues, gospel, and blues to small groups and particularly to saxophone and piano. Modal jazz developed in the late s, using the mode, or musical scale, as the basis of musical structure and improvisation, as did free jazz, which explored playing without regular meter, beat and formal structures. Jazz fusion appeared in the late s and early s, combining jazz improvisation with rock music's rhythms, electric instruments, and highly amplified stage sound. In the early s, a commercial form of jazz fusion called smoot",Jazz | African-American cultural history | African-American music | American styles of music | Jazz terminology,2025-06-22 19:38:50
Blues,https://en.wikipedia.org/wiki/Blues,"Blues is a music genre and musical form that originated among African Americans in the Deep South of the United States around the s.  Blues has incorporated spirituals, work songs, field hollers, shouts, chants, and rhymed simple narrative ballads from the African-American culture. The blues form is ubiquitous in jazz, rhythm and blues, and rock and roll, and is characterized by the call-and-response pattern, the blues scale, and specific chord progressions, of which the twelve-bar blues is the most common. Blue notes (or ""worried notes""), usually thirds, fifths or sevenths flattened in pitch, are also an essential part of the sound. Blues shuffles or walking bass reinforce the trance-like rhythm and form a repetitive effect known as the groove. Blues music is characterized by its lyrics, bass lines, and instrumentation. Early traditional blues verses consisted of a single line repeated four times. It was only in the first decades of the th century that the most common current structure became standard: the AAB pattern, consisting of a line sung over the four first bars, its repetition over the next four, and then a longer concluding line over the last bars. Early blues frequently took the form of a loose narrative, often relating the racial discrimination and other challenges experienced by African Americans. Many elements, such as the call-and-response format and the use of blue notes, can be traced back to the music of Africa. The origins of the blues are also closely related to the religious music of the African-American community, the spirituals. The first appearance of the blues is often dated to after the ending of slavery, with the development of juke joints occurring later. It is associated with the newly acquired freedom of the former slaves. Chroniclers began to report about blues music at the dawn of the th century. The first publication of blues sheet music was in . Blues has since evolved from unaccompanied vocal music and oral traditions of slaves int",Blues | African-American music | Radio formats | Jazz terminology | African-American cultural history,2025-06-22 19:38:51
