source,url,title,search_term,content,categories,key_dates,sections,infobox,content_length,date_scraped
Wikipedia,https://en.wikipedia.org/wiki/Movement_for_Black_Lives,Movement for Black Lives,Black Lives Matter movement,"The Movement for Black Lives (M4BL) is a coalition of more than fifty groups representing the interests of Black communities across the United States that was formed in December 2014. Members include the Black Lives Matter Network, the National Conference of Black Lawyers, and the Ella Baker Center for Human Rights. They are endorsed by groups such as Color of Change, Race Forward, Brooklyn Movement Center, PolicyLink, Million Women March Cleveland, and ONE DC, and the coalition receives communications and tactical support from an organization named Blackbird. On July 24, 2015 the movement first convened at Cleveland State University where between 1,500 and 2,000 activists gathered to participate in open discussions and demonstrations. The conference initially attempted to ""strategize ways for the Movement for Black Lives to hold law enforcement accountable for their actions on a national level"". However, the conference resulted in the formation of a much more significant social movement. At the end of the three day conference, on July 26, the Movement for Black Lives initiated a year long ""process of convening local and national groups to create a United Front"". This year long process ultimately resulted in the establishment of an organizational platform that articulates the goals, demands, and policies for which the Movement for Black Lives supports in order to achieve the ""liberation"" of black communities across America. Following the murder of George Floyd, M4BL released the BREATHE Act, which called for sweeping legislative changes surrounding policing. The policy bill included calls to divest from policing and reinvest funds directly into community resources and alternative emergency response models. In 2020, the Movement for Black Lives released policy demands in response to the COVID-19 pandemic. The Movement for Black Lives (M4BL) has established formal partnerships with over 50 organizations across 12 countries, including Brazil's Movimento Negro Unificado and South Africa's Abahlali baseMjondolo shack dwellers' movement. These alliances facilitated the 2021 Global Black Lives Matter protests, where activists in Johannesburg and Rio de Janeiro adapted M4BL's ""Defund the Police"" demands to local contexts. In 2023, M4BL delegates advised the UN Permanent Forum on People of African Descent on transnational policing reforms.",Black Lives Matter | African Americans' rights organizations | Anti-black racism in the United States | Anti-Zionism in the United States | African American–Jewish relations | Organizations established in 2014 | 2014 establishments in the United States,"2014, 2023, 2020, 2015, 2021",Global connections | Organization | Decision-making processes | Platform and statements | Funding and institutional support | Major events | Cleveland State University protests | Professional sports demonstrations,"Nickname: M4BL | Formation: July 2015; 9 years ago (2015-07) | Founded at: Cleveland, Ohio | Type: Coalition of activist organizations | Membership: 50 organizations
Black Lives Matter Global Network Foundation
Ella Baker Center for Human Rights
National Conference of Black Lawyers | Website: m4bl.org",2372,2025-06-22 19:39:09
Wikipedia,https://en.wikipedia.org/wiki/Black_Panther_Party,Black Panther Party,Black Panther Party,"The Black Panther Party (originally the Black Panther Party for Self-Defense) was a Marxist–Leninist and black power political organization founded by college students Bobby Seale and Huey P. Newton in October 1966 in Oakland, California. The party was active in the United States between 1966 and 1982, with chapters in many major American cities, including San Francisco, New York City, Chicago, Los Angeles, Seattle, and Philadelphia. They were also active in many prisons and had international chapters in the United Kingdom and Algeria. Upon its inception, the party's core practice was its open carry patrols (""copwatching"") designed to challenge the excessive force and misconduct of the Oakland Police Department. From 1969 onward, the party created social programs, including the Free Breakfast for Children Programs, education programs, and community health clinics. The Black Panther Party advocated for class struggle, claiming to represent the proletarian vanguard. In 1969, J. Edgar Hoover, the director of the Federal Bureau of Investigation (FBI), described the party as ""the greatest threat to the internal security of the country."" The FBI sabotaged the party with an illegal and covert counterintelligence program (COINTELPRO) of surveillance, infiltration, perjury, and police harassment, all designed to undermine and criminalize the party. The FBI was involved in the 1969 assassinations of Fred Hampton and Mark Clark, who were killed in a raid by the Chicago Police Department. Black Panther Party members were involved in many fatal firefights with police. Huey Newton allegedly killed officer John Frey in 1967, and Eldridge Cleaver (Minister of Information) led an ambush in 1968 of Oakland police officers, in which two officers were wounded and Panther treasurer Bobby Hutton was killed. The party suffered many internal conflicts, resulting in the murder of Alex Rackley. Government persecution initially contributed to the party's growth among African Americans and the political left, who both valued the party as a powerful force against de facto segregation and the US military draft during the Vietnam War. Party membership peaked in 1970 and gradually declined over the next decade, due to vilification by the mainstream press and infighting largely fomented by COINTELPRO. Support further declined over reports of the party's alleged criminal activities, such as drug dealing and extortion. The party's legacy is controversial. Older historical work described the","Black Panther Party | 1966 establishments in California | 1982 disestablishments in the United States | African and Black nationalism in the United States | African-American history in Oakland, California | African-American-related controversies | Anti-capitalist political parties | Anti-fascist organizations in the United States","1967, 1982, 1966, 1968, 1970, 1969",History | Origins | Founding | Late 1966 to early 1967 | Late 1967 to early 1968 | Late 1968 | 1969 | 1970,"Abbreviation: BPP | Leader: Huey P. Newton | Founded: 1966; 59 years ago (1966) | Dissolved: 1982; 43 years ago (1982) | Headquarters: Oakland, California, U.S. | Newspaper: The Black Panther",2981,2025-06-22 19:39:25
Wikipedia,https://en.wikipedia.org/wiki/New_Black_Panther_Party,New Black Panther Party,Black Panther Party,"The New Black Panther Party (NBPP) is an American black nationalist organization founded in Dallas, Texas, in 1989. Despite its name, the NBPP is not an official successor to the Black Panther Party. Members of the original Black Panther Party have insisted that the new party has no legitimacy and that ""there is no new Black Panther Party"". The group is characterized by it's departure away from many of the socialist ideals of it's namesake, and towards New-Afrikanism. The Southern Poverty Law Center, and the U.S. Commission on Civil Rights consider the NBPP to be a hate group, accusing the organization and its leaders of racism and antisemitism. The NBPP traces its origins to the Black Panther Militia created in 1990 by original Panther Michael McGee in Milwaukee. However, as McGee expanded his organization, it later came under the control of Aaron Michaels in Dallas. In turn, Aaron Michaels lost control of the leadership of the group to Khalid Abdul Muhammad, a former leading member of the Nation of Islam, who proceeded to fill the ranks of the New Panthers with ex-Nation of Islam members and other Black Muslims. Under Muhammad and his successors' leadership, the New Panthers shifted radically from the ideology of the original Black Panther Party towards an extremist form of Black nationalism. The NBPP is currently led by Krystal Muhammad. Malik Zulu Shabazz announced on an October 14, 2013 online radio broadcast that he was stepping down and that Hashim Nzinga, then national chief of staff, would replace him. This move created a schism within the group. A vote was held and Krystal Muhammad was elected leader of the group. However, those loyal to Nzinga left and formed a splinter group called the ""New Black Panther Party for Self Defence"" or ""NBPP SD"".",African and Black nationalism in the United States | Anti-capitalist organizations | Anti-capitalist political parties | Anti-Zionist political parties | Anti-Zionism in the United States | Black political parties in the United States | Antisemitism in Texas | Anti-white racism in the United States,"1990, 1989, 2013",History | Ideology | Organization | Membership size | French Wing | 2013 schism | Controversies | Alleged voter intimidation in Philadelphia,"Chairperson: Krystal Muhammad[1] | Founder: Aaron Michaels | Founded: 1989; 36 years ago (1989) | Headquarters: Dallas, Texas, U.S. | Ideology: Black nationalism
Black separatism[2]
Antisemitism
Anti-capitalism | Colors: Red   Black and   Green",1783,2025-06-22 19:39:26
Wikipedia,https://en.wikipedia.org/wiki/Ten-Point_Program_(Black_Panther_Party),Ten-Point Program (Black Panther Party),Black Panther Party,"The Ten-Point Program or The Black Panther Party for Self-Defense Ten-Point Platform and Program is a party platform written by Huey P. Newton and Bobby Seale in 1966 for the Black Panther Party. The Ten-Point Program is a set of guidelines to the Black Panther Party that states their ideals and ways of operation, a ""combination of the Bill of Rights and the Declaration of Independence"". The document was created in 1966 by the founders of the Black Panther Party, Huey P. Newton and Bobby Seale, whose political thoughts lay within the realm of Marxism and Black Nationalism. Each one of the statements were put in place for all of the Black Panther Party members to live by and actively practice every day. The Ten-Point program was released on May 15, 1967, in the second issue of the party's weekly newspaper, The Black Panther. All succeeding 537 issues contained the program, titled ""What We Want Now!."" The Ten Point Program comprised two sections: The first, titled ""What We Want Now!"" described what the Black Panther Party wants from the leaders of American Society. The second section, titled ""What We Believe,"" outlines the philosophical views of the party and the rights that African Americans should have, but are denied. It is structured similarly to the United States Bill of Rights of the U.S. Constitution. ""What We Believe"" expands on the first section, making demands of what will be deemed sufficient payment for the injustices committed against the Black Community. For example, one section states that, ""We believe that this racist government has robbed us and now we are demanding the overdue debt of forty acres and two mules. Forty acres and two mules was promised 100 years ago as a restitution for slave labor and mass murder of black people"". It continues to state that ""We will accept this payment in currency which will be distributed to our many communities."" Newton and Seale believed that the Black community had been deprived of these benefits over the years, and that the only way to correct this injustice was in repayment of assets that had been lost to them over many years of slavery.",1967 documents | Black Panther Party | Political manifestos,"1966, 1967",Description | Contents | Legacy | References | Further reading | External links,,2127,2025-06-22 19:39:26
Wikipedia,https://en.wikipedia.org/wiki/White_Panther_Party,White Panther Party,Black Panther Party,"The White Panthers were an anti-racist political collective founded in November 1968 by Pun Plamondon, Leni Sinclair, and John Sinclair. It was started in response to an interview where Huey P. Newton, co-founder of the Black Panther Party, was asked what white people could do to support the Black Panthers. Newton replied that they could form a White Panther Party. The counterculture era group took the name and dedicated its energies to ""cultural revolution.” John Sinclair made every effort to ensure that the White Panthers were not mistaken for a white supremacist group, responding to such claims with ""quite the contrary."" The party worked with many ethnic minority rights groups in the Rainbow Coalition. The group was most active in Detroit and Ann Arbor, Michigan, and included the proto-punk band MC5, which John Sinclair managed for several years before he was incarcerated. From a general ideological perspective, Plamondon and Sinclair[which?] defined the White Panthers as ""fighting for a clean planet and the freeing of political prisoners."" The White Panthers added other elements such as advocating ""rock 'n roll, dope, sex in the streets and the abolishing of capitalism."" Yippie co-founder Abbie Hoffman praised the WPP in Steal This Book and Woodstock Nation, and John Sinclair often referred to himself as a Yippie as well. The group emerged from the Detroit Artists Workshop, a radical arts collective founded in 1964 near Wayne State University. Among its concerns was the legalization of marijuana; John Sinclair had several arrests for possession. It aligned itself with radical politics, claiming the 12th Street Riot was justifiable under political and economic conditions in Detroit. Plamondon was indicted with John Sinclair in connection to the bombing of a Central Intelligence Agency office in Ann Arbor on September 29, 1968, a year after the founding of the group. Upon hearing on the left-wing alternative radio station WABX that he had been indicted, he fled the U.S. for Europe and Africa, spending time in Algeria with exiled Black Panther Eldridge Cleaver. After secretly re-entering the country, and on his way to a safe house in northern Michigan, he was arrested in a routine traffic stop, joining John Sinclair, who had been sentenced to nine and a half years in jail for violating Michigan's marijuana possession laws, in prison. Plamondon was convicted and was in prison when Sinclair was released on bond in 1971 while appeals were being heard on his ",1960s in Detroit | 1970s in Detroit | 1980s in Detroit | Allies (social justice) | Anti-fascist organizations in the United States | Anti-racist organizations in the United States | Black Panther Party | Black Power,"1964, 1968, 1971",Michigan years | Legal reforms | Portland | San Francisco | United Kingdom | White Panther Statement | See also | Notes,"Founded: November 1, 1968 | Dissolved: c. 1980s | Ideology: Anti-racismAnti-capitalism | Political position: Far-left | National affiliation: Rainbow Coalition",2724,2025-06-22 19:39:27
Wikipedia,https://en.wikipedia.org/wiki/Revolutionary_Black_Panther_Party,Revolutionary Black Panther Party,Black Panther Party,"The Revolutionary Black Panther Party or RBPP is a Marxist-Leninist black nationalist organization in the United States. RBPP claims to continue the legacy of the Black Panther Party (BPP) of the 1960s. In 1992 the RBPP was created. The RBPP states its aims as ""protecting and defending our people against genocide, ethnic cleansing, crimes against humanity, the Black African Holocaust and race war waged against people of African descent."" The RBPP considers itself to be a continuation of the Black Panther Party active in the United States from 1966 and 1982. RBPP leader Alli Muhammad (Chief-General-In-Command), was raised as a member of the BPP. According to Muhammad, ""Growing up a Panther cub … there are things engrained in you, that you can never get out of you, and it matures you, it is difficult to erase this maturity and as a fully grown panther, it lives on in the Revolution, in the Revolutionary Black Panther Party"". The RBPP launched what they call the ""Armed Black Human Rights Movement"" and ""Armed Freedom Rides"" and did an ""Armed Human Rights March"" with machetes and rifles through the Central West End (white community) of St. Louis, Missouri, for what according to Alli Muhammad, was ""in honor of the humanity"" of black victims such as Michael Brown., Alton Sterling, Angelo Brown and Darren Seals.",1992 establishments in the United States | Activists for African-American civil rights | Black Panther Party | Black political parties in the United States | Political parties established in 1992 | Political parties of minorities in the United States,"1966, 1992, 1982",History | Marches in St. Louis | Demonstrations in Milwaukee | See also | References,"Leader: Alli Muhammad | Founded: 1992 | Preceded by: Black Panther Party (contested by former BPP members) | Ideology: Black nationalism[1]African-centered Marxism-Leninism[1] | Political position: Far-left | Colors: Red, black, green",1325,2025-06-22 19:39:28
Wikipedia,https://en.wikipedia.org/wiki/Black_Twitter,Black Twitter,Black Twitter culture,"Black Twitter is an internet community largely consisting of the Black diaspora of users in the United States and other nations on Twitter (officially X), focused on issues of interest to the black community. Feminista Jones described it in Salon as ""a collective of active, primarily African-American Twitter users who have created a virtual community proving adept at bringing about a wide range of sociopolitical changes."" A similar Black Twitter community arose in South Africa in the early 2010s. According to a 2013 report by the Pew Research Center, 28 percent of African Americans who had used the Internet also used X (then referred to as Twitter), compared to 20 percent of online white, non-Hispanic Americans. By 2018, this gap had shrunk, with 26 percent of all African American adults using Twitter, compared to 24 percent of white adults and 20 percent of Hispanic adults. In addition, in 2013, 11 percent of African-American Twitter users said they used Twitter at least once a day, compared to 3 percent of white users. BlackTwitter.com was launched as a news aggregator reflective of black culture in 2020.[citation needed] User and social media researcher André Brock dates the first published comments on Black Twitter usage to a 2008 piece by blogger Anil Dash, and a 2009 article by Chris Wilson in The Root describing the viral success of Twitter memes such as #YouKnowYoureBlackWhen and #YouKnowYoureFromQueens that were primarily aimed at Black Twitter users. Brock cites the first reference to a Black Twitter community—as ""Late Night Black People Twitter"" and ""Black People Twitter""—in the November 2009 article ""What Were Black People Talking About on Twitter Last Night?"" by Choire Sicha, co-founder of current-affairs website The Awl. Sicha described it as ""huge, organic and … seemingly seriously nocturnal""—in fact, active around the clock. Kyra Gaunt, an early adopter who participated in Black Twitter, who also became a social media researcher, shared reactions to black users at the first 140 Characters Conference (#140Conf) that took place on November 17, 2009, at the O2 Indigo in London. Her slide deck offered examples of racist reactions to the topic #ThatsAfrican that started trending in July 2008. She and other users claimed the trending topic was censored by the platform. She and other Black Twitter users began blogging and micro-blogging about Black Twitter identity. The blogging led to buzz-worthy media appearances about Twitter. Social media rese",Black Twitter | African-American culture | Social networks | Culture of South Africa | Twitter,"2008, 2010, 2018, 2009, 2020, 2013",User base | Reciprocity and community | Signifyin' | Black Twitter humor | Black Twitter and image repair | Influence | #SolidarityIsForWhiteWomen | #IfTheyGunnedMeDown,,3227,2025-06-22 19:41:21
Wikipedia,https://en.wikipedia.org/wiki/Twitter,Twitter,Black Twitter culture,"Twitter, officially known as X since 2023, is an American microblogging and social networking service. It is one of the world's largest social media platforms and one of the most-visited websites. Users can share short text messages, images, and videos in short posts commonly known as ""tweets"" (officially ""posts"") and like other users' content. The platform also includes direct messaging, video and audio calling, bookmarks, lists, communities, a chatbot (Grok), job search, and Spaces, a social audio feature. Users can vote on context added by approved users using the Community Notes feature. Twitter was created in March 2006 by Jack Dorsey, Noah Glass, Biz Stone, and Evan Williams, and was launched in July of that year. Twitter grew quickly; by 2012 more than 100 million users produced 340 million daily tweets. Twitter, Inc., was based in San Francisco, California, and had more than 25 offices around the world. A signature characteristic of the service initially was that posts were required to be brief. Posts were initially limited to 140 characters, which was changed to 280 characters in 2017. The limitation was removed for subscribed accounts in 2023. 10% of users produce over 80% of tweets. In 2020, it was estimated that approximately 48 million accounts (15% of all accounts) were run by internet bots rather than humans. The service is owned by the American company X Corp., which was established to succeed the prior owner Twitter, Inc. in March 2023 following the October 2022 acquisition of Twitter by Elon Musk for US$44 billion. Musk stated that his goal with the acquisition was to promote free speech on the platform. Since his acquisition, the platform has been criticized for enabling the increased spread of disinformation and hate speech. Linda Yaccarino succeeded Musk as CEO on June 5, 2023, with Musk remaining as the chairman and the chief technology officer. In July 2023, Musk announced that Twitter would be rebranded to ""X"" and the bird logo would be retired, a process which was completed by May 2024. Since Musk's takeover, data from app-tracking firms has shown that global usage of Twitter has declined by approximately 15%, compared to a decline of 5–10% in some other social media sites. The platform has disputed that usage has dropped at all, with Musk claiming without evidence that membership had grown to 600 million users as of a May 2024[update] tweet.",Twitter | 2006 establishments in California | 2006 in San Francisco | American social networking mobile apps | American social networking websites | Android (operating system) software | Elon Musk | Internet properties established in 2006,"2006, 2017, 2022, 2023, 2020, 2012",History | 2006–2021 | 2022–present | Appearance and features | Tweets | Multimedia content | Trending topics | Lists,"Formerly: Twttr (early 2006)[3]Twitter (2006–2023) | Type of site: Social networking service | Available in: Multilingual | Founded: March 21, 2006; 19 years ago (2006-03-21), in San Francisco, California, U.S. | Headquarters: Bastrop, Texas, United States | Area served: Worldwide, except blocking countries",2409,2025-06-22 19:41:23
Wikipedia,https://en.wikipedia.org/wiki/Black_Twitter:_A_People's_History,Black Twitter: A People's History,Black Twitter culture,"Black Twitter: A People's History is a 2024 documentary film series about the history of Black Twitter. The series is produced by Onyx Collective. The three-part docuseries is based on Jason Parham's 2021 Wired story and was directed by Prentice Penny. The series chronicles the oral history of the influence of the Black community on American society and politics since the Obama administration. It also shows how Black people had used Twitter as a general means of expression to comment on everyday life. It touches on a range of serious topics (Black Lives Matter, Trayvon Martin, January 6 United States Capitol attack), but also more humorous topics (the TV drama Scandal, Crying Jordan meme). The trailer for the series was released on Wednesday, April 24, 2024. The series then premiered at the South by Southwest (SXSW) film festival in March 2024 and debuted to the public on Hulu on Thursday, May 9, 2024.",Onyx Collective original programming | 2020s American documentary television series | 2024 American television series debuts,"2024, 2021",Development | Guests | Episodes | Series overview | Season 1 (2024) | Reception | References | External links,"Genre: Docuseries | Showrunner: Joie Jacoby[1] | Written by: Jason Parham | Directed by: Prentice Penny | Starring: W. Kamau Bell
Jemele Hill
Rembert Browne
Kid Fury
Baratunde Thurston
Brandon ""Jinx"" Jenkins
Jamilah Lemieux
April Reign | No. of episodes: 3",915,2025-06-22 19:41:24
Wikipedia,https://en.wikipedia.org/wiki/Stan_Twitter,Stan Twitter,Black Twitter culture,"Stan Twitter is a community of Twitter users who post opinions on celebrities, music, TV shows, movies, video games, social media, and other topics. It is known for using particular terminology and for incidents of harassment. Discussions in Stan Twitter spaces often revolve around public figures – primarily those in the entertainment industry. Stan Twitter can also be found to support political views. The origin of the term stan is often credited to the 2000 song ""Stan"", about an obsessed fan, by American rapper Eminem featuring British singer Dido. The word itself was added to the Oxford English Dictionary in 2017 with the definition ""an overzealous or obsessive fan of a particular celebrity”. The term was originally a noun, but over time evolved and began to be used as a verb as well. Stan Twitter has been noted by The Atlantic as one of the ""tribes"" of Twitter. Polygon has described Stan Twitter as ""an overarching collection of various fandoms"", and additionally as a community that ""[signifies] individuals congregated around certain, specific interests ranging from queer identity to K-pop groups, and added that ""Stan Twitter is essentially synonymous with fandom twitter."" The Daily Dot wrote that ""Stan Twitter is essentially a community of Extremely Online like-minded individuals who discuss their various fandoms and what they 'stan'."" Stan Twitter has also been noted for its common overlap with LGBTQ+ Twitter communities. The Guardian noted, for example, that ""Gay male culture has always coalesced around female pop stars, from Judy Garland to Lady Gaga and Ariana Grande."" Mat Whitehead of HuffPost described stans as ""volcanic"", and added that they are ""organised, ... dedicated and—at times—completely unhinged."" Whitehead went on to describe stans of recording artists, writing ""stans aren't just superfans, they're a community of like-minded souls coming together, unified under the banner of wanting to see their chosen celebrity flourish. Friendships are made, bonding over a shared love of an artist, their work, their achievements.""",2010s fads and trends | 2010s neologisms | 2010s in Internet culture | 2020s fads and trends | 2020s in Internet culture | Celebrity fandom | Internet culture | LGBTQ African-American culture,"2017, 2000","Background and description | Culture | Memes and terminology | Contrast with ""local"" Twitter | Political activism | Controversial incidents | Artist–stan relationships | Media–stan incidents",,2071,2025-06-22 19:41:24
Wikipedia,https://en.wikipedia.org/wiki/Acquisition_of_Twitter_by_Elon_Musk,Acquisition of Twitter by Elon Musk,Black Twitter culture,"Businessman and U.S. political figure Elon Musk initiated an acquisition of the American social media company Twitter, Inc. on April 14, 2022, and concluded it on October 27, 2022. Musk had begun buying shares of the company in January 2022, becoming its largest shareholder by April with a 9.1 percent ownership stake. Twitter invited Musk to join its board of directors, an offer he initially accepted before declining. On April 14, Musk made an unsolicited offer to purchase the company, to which Twitter's board responded with a ""poison pill"" strategy to resist a hostile takeover before unanimously accepting Musk's buyout offer of $44 billion on April 25. Musk stated that he planned to introduce new features to the platform, make its algorithms open-source, combat spambot accounts, and promote free speech, framing the acquisition as the cornerstone of X, an ""everything app"". In July, Musk announced his intention to terminate the agreement, asserting that Twitter had breached their agreement by refusing to crack down on spambot accounts. The company filed a lawsuit against Musk in the Delaware Court of Chancery shortly thereafter, with a trial scheduled for the week of October 17. Weeks before the trial was set to begin, Musk reversed course, announcing that he would move forward with the acquisition. The deal was closed on October 28, with Musk immediately becoming Twitter's new owner and CEO. Twitter was taken private and merged into a new parent company named X Corp. Musk promptly fired several top executives, including previous CEO Parag Agrawal. Musk has since proposed several reforms to Twitter and laid off half of the company's workforce. Hundreds of employees then resigned from the company after Musk issued an ultimatum demanding they commit to ""extremely hardcore"" work. Linda Yaccarino was appointed CEO of X Corp. In July 2023, the Twitter service was rebranded as X. Reactions to the buyout were mixed, with praise for Musk's planned reforms and vision for the company, particularly his calls for greater free speech, but criticism over fears of a potential rise in misinformation and disinformation, harassment, and hate speech on the platform. Within the United States, conservatives have largely supported the acquisition, while many liberals and former Twitter employees have voiced concerns about Musk's intentions. Since becoming owner, Musk has faced backlash for his handling of the company and account suspensions, including the December 2022 suspensio","2022 in Internet culture | 2022 controversies | 2022 mergers and acquisitions | April 2022 in the United States | Elon Musk | October 2022 in the United States | Twitter, Inc. | History of Twitter","2023, 2010, 2017, 2022",Prelude | Background | Early developments | Buyout offer | Takeover bid | Acquisition announcement | Attempted termination | Alleged hold,"Initiator: Elon Musk | Target: Twitter, Inc. | Type: All-cash full acquisition | Cost: US$44 billion | Initiated: April 14, 2022 | Completed: October 27, 2022 | Resulting entity: X Corp.",3610,2025-06-22 19:41:26
Wikipedia,https://en.wikipedia.org/wiki/Black_sermonic_tradition,Black sermonic tradition,Black church tradition,"The Black sermonic tradition, or Black preaching tradition, is an approach to sermon (or homily) construction and delivery practiced primarily among African Americans in the Black Church. The tradition seeks to preach messages that appeal to both the intellect and the emotive dimensions of humanity. The tradition finds its roots in the painful experiences of blacks during slavery in the United States, as well as experiences during the Jim Crow era and subsequent discrimination. Scholars and practitioners have widely recognized four elements of the tradition, which widely continue to the modern day. Firstly, the preaching emphasizes the preacher's freedom to be his or her authentic black self and not have to front a false persona or group identity via code switching. Secondly, the preaching is characterized by a variety of rhetorical embellishments including often jarring hyperbole, corresponding body language, and musicality in vocalizations. Thirdly, it is often marked by challenges to dominant societal structures and emphasizes how individuals may be transformed by having a relationship with God. Finally, there is a recognition of historical continuity with ancestors and their struggles. Some African American poetry and other literature is organized by the pattern of the sermonic tradition. Raboteau describes a common style of black preaching called ""whooping"", which first developed in the early 19th century, and became common throughout the 20th and into the 21st centuries:",African-American Christianity | Black studies | Sermons,,Aspects | Whooping | See also | References | External links,,1501,2025-06-22 19:41:34
Wikipedia,https://en.wikipedia.org/wiki/Black_church,Black church,Black church tradition,"The Black church (sometimes termed Black Christianity or African American Christianity) is the faith and body of Christian denominations and congregations in the United States that predominantly minister to, and are led by, African Americans, as well as these churches' collective traditions and members. Black churches primarily arose in the 19th century, during a time when race-based slavery and racial segregation were both commonly practiced in the United States. Black people generally searched for an area where they could independently express their faith, find leadership, and escape from inferior treatment in white dominated churches. Throughout many African American houses, churches reflect a deep cultural emphasis on community and shared spiritual experience. For African Americans, the church is a dynamic, living body of believers whose collective faith and fellowship are central, regardless of the physical space. This difference highlights the unique cultural and historical significance that the African American community places on the act of gathering and the people themselves, rather than the location. The number of Black churches in the United States is substantial. According to the Pew Research Center in 2005, there were approximately 25,000 Black churches across the country, encompassing a wide range of denominations and independent congregations. A majority of African American congregations are affiliated with Protestant denominations, such as the African Methodist Episcopal Church (AME), the Church of God in Christ (COGIC), or the National Baptist Convention and related churches, some of them are affiliated with predominantly white Protestant denominations such as the United Church of Christ (which developed from the Congregational Church of New England), integrated denominations such as the Church of God, others are independent congregations. There are also Black Catholic churches.",Historically African-American Christian denominations | African-American Christianity | African-American culture | 1790 in Christianity | Christian terminology | History of religion in the United States,2005,Background | History | Slavery | Free black churches | Reconstruction | Civil rights movement | Black Power movement | Politics and social issues,,1928,2025-06-22 19:41:34
Wikipedia,https://en.wikipedia.org/wiki/Christian_tradition,Christian tradition,Black church tradition,"Christian tradition is a collection of traditions consisting of practices or beliefs associated with Christianity. Many churches have traditional practices, such as particular patterns of worship or rites, that developed over time. Deviations from such patterns are sometimes considered unacceptable by followers, or are regarded as heretical. There are certain Christian traditions that are practiced throughout the liturgical year, such as praying a daily devotional during Advent, erecting a nativity scene during Christmastide, chalking the door on Epiphany Day, fasting during Lent, waving palms on Palm Sunday, eating easter eggs during Eastertide, and decorating the church in red on Pentecost. Tradition also includes historic teaching of the recognized church authorities, such as Church Councils and ecclesiastical officials (e.g., the Pope, Patriarch of Constantinople, Archbishop of Canterbury, etc.), and includes the teaching of significant individuals like the Church Fathers, the Protestant Reformers, and the founders of denominations. Many creeds, confessions of faith, and catechisms generated by these bodies are also part of the traditions of various bodies. The Catholic, Eastern Orthodox, Oriental Orthodox and Persian churches distinguish between what is called Apostolic or sacred tradition and ecclesiastical traditions. In the course of time ecclesial traditions develop in theology, discipline, liturgy, and devotions. These the Church may retain, modify or even abandon. Apostolic tradition, on the other hand, is the teaching that was handed down by the Apostles by word of mouth, by their example and ""by the institutions they established"", among which is the apostolic succession of the bishops: ""this living transmission, accomplished in the Holy Spirit, is called Tradition"". ""And [Holy] Tradition transmits in its entirety the Word of God, which has been entrusted to the apostles by Christ the Lord and the Holy Spirit."" Prima scriptura is upheld by the Anglican and Methodist traditions, which teach that Scripture is the primary source for Christian doctrine, but that ""tradition, experience, and reason"" can subordinately inform Christian practice as long as they are in harmony with the Bible. In Methodism, sacred tradition refers to ""church's consensual interpretation of the Bible"" and in view of the prima scriptura perspective, informs doctrine, such as that regarding infant baptism for example, in which Methodist teaching appeals to Scripture chiefly, ",Christian terminology | Christian tradition,,Tradition and ecclesial traditions | Branches | See also | References | Bibliography,,2757,2025-06-22 19:41:35
Wikipedia,https://en.wikipedia.org/wiki/Tradition,Tradition,Black church tradition,"A tradition is a system of beliefs or behaviors (folk custom) passed down within a group of people or society with symbolic meaning or special significance with origins in the past. A component of cultural expressions and folklore, common examples include holidays or impractical but socially meaningful clothes (like lawyers' wigs or military officers' spurs), but the idea has also been applied to social norms and behaviors such as greetings, etc. Traditions can persist and evolve for thousands of years— the word tradition itself derives from the Latin word tradere literally meaning to transmit, to hand over, to give for safekeeping. While it is reportedly assumed that traditions have an ancient history, many traditions have been invented on purpose, whether it be political or cultural, over short periods of time. Various academic disciplines also use the word in a variety of ways. The phrase ""according to tradition"" or ""by tradition"" usually means that what follows is known only through oral tradition and is not supported (and might even be refuted) by solid evidence. Here, ""tradition"" describes the source or nature of the information. For example, ""According to tradition, Homer was born on Chios, but many other places have historically claimed him as theirs."" This tradition may never be proven or disproved. Another example is, ""King Arthur, according to history, a true British king, has inspired many well loved stories."" Whether the claims are supported by evidence or not does not reduce their value as cultural history and literature. Traditions are subject of study in several academic fields of learning, especially in the humanities and social sciences, including anthropology, archaeology, history, and sociology. The conceptualization of tradition, as the notion of holding on to a previous time, is also found in political and philosophical discourse. For example, it is the basis of the political concept of traditionalism, and also strands of many world religions including traditional Catholicism. In artistic contexts, tradition is used to decide the correct display of an art form. For example, in the performance of traditional genres (such as traditional dance), adherence to guidelines dictating how an art form should be composed are given greater importance than the performer's own preferences. A host of factors can exacerbate the loss of tradition, including industrialization, globalization, and the assimilation or marginalization of specific cultural ",Tradition | Political culture | Social agreement | Social philosophy | Sociological terminology,,Definition | Invention of tradition | In scholarly discourse | Anthropology | Archaeology | Biology | Musicology and ethnomusicology | Sociology,,2851,2025-06-22 19:41:36
